chr1	26745001	26746001
chr1	26744001	26745001
chr1	39451001	39452001
chr1	75131001	75132001
chr1	152441001	152442001
chr1	166369001	166370001
chr1	167522001	167523001
chr1	173216001	173217001
chr1	173490001	173491001
chr1	177834001	177835001
chr1	182176001	182177001
chr2	28070001	28071001
chr2	35176001	35177001
chr2	35177001	35178001
chr2	35179001	35180001
chr2	35578001	35579001
chr2	38209001	38210001
chr2	73463001	73464001
chr2	77356001	77357001
chr2	92250001	92251001
chr2	93295001	93296001
chr2	130133001	130134001
chr2	153308001	153309001
chr2	155617001	155618001
chr2	155806001	155807001
chr2	165141001	165142001
chr2	167807001	167808001
chr2	173058001	173059001
chr3	78916001	78917001
chr3	89122001	89123001
chr3	107242001	107243001
chr3	107251001	107252001
chr3	124025001	124026001
chr4	26255001	26256001
chr4	41515001	41516001
chr4	56813001	56814001
chr4	82604001	82605001
chr4	117577001	117578001
chr4	117578001	117579001
chr4	129889001	129890001
chr4	137601001	137602001
chr4	138454001	138455001
chr4	138466001	138467001
chr4	148919001	148920001
chr5	33601001	33602001
chr5	37517001	37518001
chr5	38549001	38550001
chr5	116039001	116040001
chr5	121806001	121807001
chr5	141166001	141167001
chr6	32467001	32468001
chr6	86052001	86053001
chr6	114814001	114815001
chr6	120243001	120244001
chr6	120505001	120506001
chr7	17238001	17239001
chr7	17505001	17506001
chr7	17508001	17509001
chr7	26558001	26559001
chr7	38969001	38970001
chr7	38974001	38975001
chr7	38973001	38974001
chr7	87477001	87478001
chr7	87478001	87479001
chr7	123297001	123298001
chr7	130471001	130472001
chr7	148624001	148625001
chr8	12661001	12662001
chr8	12984001	12985001
chr8	63807001	63808001
chr8	72437001	72438001
chr8	73120001	73121001
chr8	86785001	86786001
chr8	96468001	96469001
chr8	119907001	119908001
chr8	119952001	119953001
chr8	123182001	123183001
chr8	124277001	124278001
chr8	125915001	125916001
chr8	127053001	127054001
chr9	14130001	14131001
chr9	50706001	50707001
chr9	80065001	80066001
chr9	99538001	99539001
chr9	108707001	108708001
chrX	45924001	45925001
chrX	133611001	133612001
chrX	134187001	134188001
chr10	20738001	20739001
chr10	30416001	30417001
chr10	30492001	30493001
chr10	30553001	30554001
chr10	30557001	30558001
chr10	31033001	31034001
chr10	31036001	31037001
chr10	31041001	31042001
chr10	31052001	31053001
chr10	38738001	38739001
chr10	88489001	88490001
chr11	46422001	46423001
chr11	58781001	58782001
chr11	62320001	62321001
chr11	65600001	65601001
chr11	68348001	68349001
chr11	71855001	71856001
chr11	71862001	71863001
chr11	75194001	75195001
chr11	100956001	100957001
chr11	114658001	114659001
chr11	116135001	116136001
chr11	116464001	116465001
chr11	117700001	117701001
chr12	70813001	70814001
chr12	79554001	79555001
chr12	79583001	79584001
chr12	88361001	88362001
chr12	103128001	103129001
chr12	112214001	112215001
chr13	113672001	113673001
chr14	52605001	52606001
chr14	102282001	102283001
chr14	103998001	103999001
chr14	104244001	104245001
chr15	89304001	89305001
chr16	87484001	87485001
chr17	3634001	3635001
chr17	56709001	56710001
chr17	74273001	74274001
chr17	74615001	74616001
chr18	43255001	43256001
chr19	58849001	58850001
