chr1	3195984	3197398
chr1	3638391	3640590
chr1	4835043	4836816
chr1	4900049	4900743
chr1	4913927	4914070
chr1	4900049	4900743
chr1	4913927	4914070
chr1	6253104	6253345
chr1	6253104	6253345
chr1	6384350	6384812
chr1	6792400	6793186
chr1	6817856	6818102
chr1	6792400	6793186
chr1	6817856	6818102
chr1	6792400	6793186
chr1	6817856	6818102
chr1	6792400	6793186
chr1	6817856	6818102
chr1	6792400	6793186
chr1	6817856	6818102
chr1	8352741	8353714
chr1	8352741	8353714
chr1	8614859	8614962
chr1	8669153	8669211
chr1	8772843	8772978
chr1	8872241	8872295
chr1	9288213	9289811
chr1	8352741	8353714
chr1	8614859	8614962
chr1	8669153	8669211
chr1	8772843	8772978
chr1	8872241	8872295
chr1	9288213	9289811
chr1	8352741	8353714
chr1	8614859	8614962
chr1	8669153	8669211
chr1	8772843	8772978
chr1	9288213	9289811
chr1	9735530	9738463
chr1	9737728	9738685
chr1	9781205	9782003
chr1	9861710	9861783
chr1	9861710	9861783
chr1	9861710	9861783
chr1	9861710	9861783
chr1	9861710	9861783
chr1	10056506	10058057
chr1	10056506	10056901
chr1	10056506	10058057
chr1	10056506	10058057
chr1	10056506	10058057
chr1	10032921	10033201
chr1	10474029	10474144
chr1	10709692	10710024
chr1	10474029	10474144
chr1	10709692	10710024
chr1	11962126	11962183
chr1	11965003	11965982
chr1	13112441	13112712
chr1	13112441	13112712
chr1	13569530	13569647
chr1	13690835	13691804
chr1	14173237	14173359
chr1	14173461	14173576
chr1	14243100	14243183
chr1	14173237	14173359
chr1	14173461	14173576
chr1	14243100	14243183
chr1	14294505	14294555
chr1	14173237	14173359
chr1	14173461	14173576
chr1	14243100	14243183
chr1	14294505	14294555
chr1	14173237	14173359
chr1	14173461	14173576
chr1	14243100	14243183
chr1	14294505	14294555
chr1	15809731	15812184
chr1	16083054	16083406
chr1	16121155	16121287
chr1	16359835	16359967
chr1	16359835	16359967
chr1	16359835	16359967
chr1	16359835	16359967
chr1	16667048	16668356
chr1	16667048	16668356
chr1	17159892	17160233
chr1	17611727	17611843
chr1	17754143	17756288
chr1	17754143	17756288
chr1	19108910	19109076
chr1	19156039	19156413
chr1	19198994	19199329
chr1	19198994	19199329
chr1	20337291	20337538
chr1	20512744	20514346
chr1	20583033	20584049
chr1	20767229	20768085
chr1	20769371	20769635
chr1	20767229	20768085
chr1	20810211	20810294
chr1	21003482	21003592
chr1	21219488	21220245
chr1	21250128	21250270
chr1	21250128	21250270
chr1	22394524	22394596
chr1	22394524	22394596
chr1	22394524	22394596
chr1	23883212	23883288
chr1	23883212	23883288
chr1	23883212	23883288
chr1	23883212	23883288
chr1	24050952	24051108
chr1	24050952	24051108
chr1	24217211	24217265
chr1	24228417	24228471
chr1	24228608	24228662
chr1	24217211	24217265
chr1	24228417	24228471
chr1	24228608	24228662
chr1	24296666	24296711
chr1	24344736	24344778
chr1	24417034	24417088
chr1	24296666	24296711
chr1	24344736	24344778
chr1	24417034	24417088
chr1	24805644	24805723
chr1	24805644	24805723
chr1	25141088	25141124
chr1	25141088	25141124
chr1	25141088	25141124
chr1	31253626	31253793
chr1	31260175	31261570
chr1	33838912	33839039
chr1	33838912	33839039
chr1	34213443	34213539
chr1	34213443	34213539
chr1	34307454	34307539
chr1	34348631	34348761
chr1	34356565	34356683
chr1	34363372	34363496
chr1	34213443	34213539
chr1	34307454	34307539
chr1	34348631	34348761
chr1	34356565	34356683
chr1	34363372	34363496
chr1	34307454	34307539
chr1	34348631	34348761
chr1	34356565	34356683
chr1	34363372	34363496
chr1	34348631	34348761
chr1	34356565	34356683
chr1	34363372	34363496
chr1	34593042	34593092
chr1	34612813	34612983
chr1	34659281	34659316
chr1	34864486	34864616
chr1	34863903	34866063
chr1	34864486	34864616
chr1	34921317	34921357
chr1	34921317	34921357
chr1	36236098	36236524
chr1	36496453	36498424
chr1	36496453	36496571
chr1	36500335	36500454
chr1	36496453	36496571
chr1	36500364	36500454
chr1	36496453	36496571
chr1	36500335	36500454
chr1	36528829	36529930
chr1	36607512	36607673
chr1	36608570	36608683
chr1	36607512	36607673
chr1	36608570	36608683
chr1	36657711	36657796
chr1	36665261	36665376
chr1	36692011	36692117
chr1	36716208	36716270
chr1	36756046	36757023
chr1	36763714	36763790
chr1	36851648	36851746
chr1	36851648	36851746
chr1	36886410	36886519
chr1	36897233	36897356
chr1	37356737	37359647
chr1	37494006	37494146
chr1	37494006	37494146
chr1	37505940	37506007
chr1	37505940	37506007
chr1	37505940	37506007
chr1	37505940	37506007
chr1	37688660	37688796
chr1	37733186	37733624
chr1	37954532	37954679
chr1	37967903	37968047
chr1	38050836	38050955
chr1	38050836	38050955
chr1	38075709	38076379
chr1	38164412	38164539
chr1	38238459	38238509
chr1	38326554	38326606
chr1	38326554	38326606
chr1	38446409	38446525
chr1	38447668	38448010
chr1	38930793	38930885
chr1	38930793	38930885
chr1	38930793	38930885
chr1	39450909	39451117
chr1	39450909	39451117
chr1	39601736	39601833
chr1	39601736	39601833
chr1	39745417	39745495
chr1	40783052	40784005
chr1	42936740	42938776
chr1	42962249	42962525
chr1	43010316	43011992
chr1	43132095	43132797
chr1	43132095	43132797
chr1	43131085	43132797
chr1	43131085	43132797
chr1	44168927	44170020
chr1	44183110	44183711
chr1	44183110	44183711
chr1	44183110	44183711
chr1	44204588	44206367
chr1	44217821	44217882
chr1	44217821	44217882
chr1	44217821	44217882
chr1	45431175	45433075
chr1	45451226	45451280
chr1	45470314	45470359
chr1	45475343	45475397
chr1	45499491	45499713
chr1	45559665	45560127
chr1	45475343	45475397
chr1	45499491	45499713
chr1	45559665	45560127
chr1	45964914	45966564
chr1	46076916	46078792
chr1	51527814	51528255
chr1	51820733	51820808
chr1	51836404	51836605
