DQ705208	0
Slc38a1	1.38502456194874
BC099567	0.204078735163759
Npc2	3.99385845823193
AA388235	5.28945731580148
Gsg2	0.0604076473773403
Pigg	13.7813387885971
DQ695354	0
DQ724380	0
AK039382	1.93464804161028
Ints4	8.99707513018646
Camk1g	0.259496773028424
AK131834	0
5930434B04Rik	11.5934419122517
Mbc2	5.84658316818973
DQ564056	0
Arfgap3	8.76007970690434
Dhps	10.9165120892507
Mrpl1	2.20268287274564
AK019818	0
AK079675	0
Eif2b3	4.75898147936597
4930480E11Rik	0
Actl7b	0.0895912152341624
Sbds	14.0306869818677
DQ689115	0
Slc38a6	0.209651583678853
DQ542813	0
Aptx	5.6660116572385
Zfp426	9.24307759801703
Olfr461	4.09947970033432
BC011467	1.45420590376448
EG545013	0
Olfr1461	2.21446458130617
DQ549709	0
Ubb	746.038343701526
AK132462	0
Pld5	0.0253995943633587
Spcs3	13.2073804740274
2410017P07Rik	1.68621346818205
AK134047	0.0974205056992231
Rrm2b	5.8218338747602
BC126883	0
EG333669	0
Fhl4	0.147861924329553
DQ546809	0
Mzf1	1.41087832203794
Cdr2l	4.69093953069618
Svs4	0
DQ540525	0
Slc7a14	0.0252297100372067
Krt28	0
1110054O05Rik	4.2753061627974
Mex3c	33.6107179459185
Adamts7	0.0131138356868299
AK141748	0.0306842894306447
Rsph1	64.9134189945939
1110034A24Rik	11.9799535242604
Jagn1	8.77759277036829
Olfr1056	4.41482429266772
V1rd14	0
2210418G03Rik	0
Map1lc3a	99.4686942674524
AK012381	0.0198951581259173
Pik3c2a	12.5579505807525
Gpsm2	1.96134493743024
Rag2	0
Crybb1	0
BC042783	17.8754327938919
Aebp2	20.159967221311
Ofd1	10.4312870415284
Eprs	29.2023636189714
Bmp6	19.1579971134642
DQ718500	0
DQ698182	0
Zic3	0
2310005N03Rik	43.7625089164123
Vprbp	5.95120527885883
DQ685369	0
EG432987	0
Akr1c13	0
2410004A20Rik	0
BC038171	3.56335950464426
DQ550042	0
Tpcn1	13.1457287023088
Akt1	41.8380602937281
Derl2	8.62544912699734
Scx	0.225725384481817
Kap	0
Gfm2	5.73361267987181
Gpr4	0.544811163933213
AK160921	0.0219536328414804
Cmtm4	66.6950689186953
AK086315	12.1709873282682
Tas2r130	0
Golga1	7.48164450663644
Darc	6.52303477227938
Kpna2	3.33070345102059
Ifitm2	1.62435874765863
Cdc2l1	24.1067480183834
Cdc42ep3	4.81103763040961
BC037520	8.87371022435096
Nsl1	0.142317102167194
Lst1	0.0730402276808633
Defcr23	0
Erd2.1	13.0120359175613
Rgs20	10.4619715950895
AK036535	0.683161296215802
Cxcl13	0
Ankrd35	0.114050720580286
Doc2g	0.972057203323272
Me2	15.4556165115527
BC022651	16.6093178401088
TCRB	0
EG224572	0
Gpm6b	5.21538972062988
Obox5	0
AK016332	7.84929521105183
AK210533	0
Lmo4	9.11019368268265
Mll2	27.8947182356401
Adk	3.30821181772813
AK051804	1.8275171508718
Cldn15	0.137929704060395
DQ701380	0
Ms4a4c	0
Josd3	1.42723225165633
Ppapdc1a	0
Tubb1	0.0301823415950082
Fubp3	6.57523314186933
Msx2	0.0196282943027667
PRKWNK4	2.33917074564502
5730508B09Rik	12.3106909829525
DQ699481	0
Slc26a4	0.110117086688502
BC023483	0.223349327803061
AK006024	0
0610025P10Rik	38.6000849655942
D5Wsu178e	6.68999856339276
Mrgprf	0.0211547219753647
Abcf1	24.1146369478797
Gm766	0.0785858745973733
Gnat2	0.104266270964574
DQ546924	0
DQ685106	0
5031414D18Rik	1.23259172605009
Ncoa2	9.25291333870835
DQ684830	0
Isoc1	15.6632103703949
AK140218	18.7786620662226
DQ553589	0
DQ685312	0
B230380D07Rik	21.2204378855486
AK034149	0
DQ723991	0
1810055E12Rik	27.1027861012367
Nola1	4.60453306291941
